流水號	年	月	日	發表形式	組別	組別-英	時間(分)	編號	競賽	報告者	作者	題目	組別分類(下拉選單)	題目-英	單位	研究室	物種	得獎與否	備註
1103	2008	1	28	海報	族群、族群生態與保育			AP26		劉家宏	梁城源、連偉名、劉家宏、劉冠德、莊孟憲	有機與非有機菱角田耕作型態中蜻蛉目、兩棲類及鳥類之群聚結構比較			真理大學自然資源應用學系				
1104	2008	1	28	海報	族群、族群生態與保育			AP27		周家宏	1.周家宏、2.陳健民、3.邱郁文、2.黃大駿	利用Organic Alkali-Labile Phosphates方法分析澤蛙(Rana limmocharis)之卵黃前質素			1.嘉南藥理科技大學環境工程學系、2.嘉南藥理科技大學環境資源管理學系、3.高雄醫學大學生物醫學暨環境生物學系				
1105	2008	1	28	海報	族群、族群生態與保育			AP28		陳韋翰	陳韋翰、謝典俢、葛瑞、毛俊傑	宜蘭明池地區兩棲爬行動物相與棲地選擇		Herpetolfauna and habitat selection Of Min-chi area, Ⅱ County	宜蘭大學自然資源學系				
1106	2008	1	28	海報	族群、族群生態與保育			AP29		簡嘉宏	1.簡嘉宏、1.賴威政、1.施奕慈、2.徐景彦、1.陳亮憲	宜蘭溼地形態與鳥類群落結構研究			1.中國文化大學生命科學系、2.台灣大學生態演化所				
1107	2008	1	28	海報	族群、族群生態與保育			AP30		柯伶樺	1.柯伶樺、2.何琦琛、1.盧重成	武陵地區水蟎種類與季節豐度初探		A preliminary study Of water mites 一 species diversity and seasonal abundance at Wuling	1.中興大學生命科學系、2.退休研究員				
1108	2008	1	28	海報	族群、族群生態與保育			AP31		廖珠宏	廖珠宏、吳聲海	武陵地區紅斑蛇(Dinodon rufozonatum)生態及形態探討		Ecology and Morphology Of the Red Banded Snake ( D o the Willing Area	中興大學生命科學系				
1109	2008	1	28	海報	族群、族群生態與保育			AP32		顏易君	1.顏易君、2.李承錄、3.黃大駿、1.邱郁文	美麗的缺口-台灣安朔到旭海段溪流河口區的重要性		The importance Of water environmental and commumty Of river estuary at Anshuo-Hsuhai, Taiwan	1.高雄醫學大學生物醫學暨環境生物學系、2. 中興大學生命科學系、3.嘉南藥理科技大學環境資源管理系				
1110	2008	1	28	海報	族群、族群生態與保育			AP33		沈恕忻	1.沈恕忻、1.林宜靜、2.蔡哲民、2.賴峻廷	高屏地區颱風干擾(1959-2004)頻度與強度之分析		The analysis Of frequency and intensity Of typhoon regime ( 1959 一 2004 ) passing Kaohsiung and Pingtung counties.	1.高雄醫學大學生物醫學暨環境生物學研究所、2.崑山科技大學資訊管理系				
1111	2008	1	28	海報	族群、族群生態與保育			AP34		柏豪	1.柏豪、1.李育修、1.顏易君、1.程紫芸、2.林劭陽、3.陳一鳴、1.邱郁文	高雄柴山人工養灘與天然礁岩棲地軟體動物群聚探討		The study Of mollusk community at restorative beach and natural reef Chai Shan, Kaohsiung	1.高雄醫學大學生物醫學暨環境生物學系、2.高雄醫學大學暨環境生物學研究所、3.中山大學海洋資源學系				
1112	2008	1	28	海報	族群、族群生態與保育			AP35		李佳立	李佳立	越南蜘蛛數位化多樣性資料庫之建立		Establishing digital spider diversity database Of Vietnam	東海大學生命科學系				
1113	2008	1	28	海報	族群、族群生態與保育			AP36		官淑蕙	1.官淑蕙、12.林雨德	溫度對二期稻作區澤蛙蝌蚪變態之影響			1.臺灣大學生態學與演化生物學研究所、2.臺灣大學生命科學系				
1114	2008	1	28	海報	族群、族群生態與保育			AP37		白人豪	白人豪、毛俊傑	福山植物園白腹遊蛇族群生態學			宜蘭大學自然資源學系				
1115	2008	1	28	海報	族群、族群生態與保育			AP38		廖敏惠	12.廖敏惠、12.湯森林、12.陳昭倫	綠島藍綠菌海綿之菌相研究			1.臺灣大學海洋所、2.中央研究院生物多樣性中心				
1116	2008	1	28	海報	族群、族群生態與保育			AP39		黃繼瑩	黃繼瑩、蔡俊興、吳聲海	臺灣中部高美濕地黑點多紀魨(Takifugu niphobles)生殖生物學初探			中興大學生命科學系研究所				
1117	2008	1	28	海報	族群、族群生態與保育			AP40		王玟琦	12.王玟琦、2.邵廣昭、3.劉光明	臺灣東北部海域漁獲壓力對於大眼鯛成長之影響			1.台灣海洋大學海洋生物研究所、2.中央研究院生物多樣性研究中心、3.台灣海洋大學海洋事務與資源管理研究所				
1118	2008	1	28	海報	族群、族群生態與保育			AP41		林奕甫	林奕甫、吳聲海	臺灣硬蜱科(壁蝨)種類回顧與初探			中興大學生命科學系				
1119	2008	1	28	海報	族群、族群生態與保育			AP42		胡景程	胡景程、孫元勳	鳳頭蒼鷹在城鄉環境的巢位棲地選擇			屏東科技大學野生動物保育研究所				
1120	2008	1	28	海報	族群、族群生態與保育			AP43		李育修	1.李育修、1.柏豪、1.顏易君、2.林劭陽、3.曾建璋、1.邱郁文	澎湖天然與人工建構物的潮問帶軟體動物差異			1.高雄醫學大學生物醫學暨環境生物學系、2.高雄醫學大學生物醫學暨環境生物學研究所、3.澎湖科技大學				
1121	2008	1	28	海報	族群、族群生態與保育			AP44		王純君	王純君、程一駿	澎湖縣望安島綠蠵龜卵窩含氧量在植被與開闊沙灘之比較			台灣海洋大學海洋生物研究所				
1122	2008	1	28	海報	族群、族群生態與保育			AP45		邱鈺惠	邱鈺惠、林宜靜、林佩蓉、林葭瑀	墾丁高位珊瑚礁森林之開花及種子雨時問分布			高雄醫學大學生物醫學暨環境生物學系				
1123	2008	1	28	海報	族群、族群生態與保育			AP46		劉姵汝	江安瑜、蔡佳佑、劉姵汝、顏冠名、莊孟憲	棲地復育後之鹽田濕地螃蟹種類資源調查			真理大學自然資源應用學系				
1124	2008	1	28	海報	族群、族群生態與保育			AP47		李育欣	1.李育欣、1.李宜娟、1.賀菡芝、12.林雨德	關渡草澤地之植被演替			1.臺灣大學生態與演化生物學研究所、2.臺灣大學生命科學系				
1125	2008	1	28	海報	族群、族群生態與保育			AP48		程紫芸	程紫芸、蔡政達、邱郁文	囊螺(Physa acuta)、小椎實螺(Austropeplea ollula)及蘋果螺(Indoplanorbis exustus)之胚胎發育記錄以及繁殖數量比較		The recorded of embryo development and companson Of inbreeding number for P acuta, Austropeplea and Indoplanorbis	高雄醫學大學生物醫學暨環境生物學系				
1126	2008	1	28	海報	族群、族群生態與保育			AP49		許祐薫	1.許祐薫、2.許育誠、3.劉小如	使用分子遺傳標記區辨烏頭翁、白頭翁及其雜交子代		The use of Molecular Markers to Distinguish Taiwan Bulbul, Chinese Bulbul and Their Hybrids.	1.臺灣大學生態學與演化生物學研究所、2.東華大學自然資源管理研究所、3.中央研究院生物多樣性研究中心				
1127	2008	1	28	海報	族群、族群生態與保育			AP50		蔡政達	1.蔡政達、1.林劭陽、1.蘇俊育、2.劉莉蓮、1.邱郁文	美麗的錯誤-多稜角螺(Angulyagra polyzonata)生殖生物學之初探		A reproducüve biology Of Angulyagra polyzonata as a newly recorded species from Taiwan	1.高雄醫學大學生物醫學暨環境生物學系、2.中山大學海洋生物研究所				
1128	2008	1	28	海報	族群、族群生態與保育			AP51		汪弘文	汪弘文	以台灣地區淡水魚分佈與地理因子探討生態區之研究			(缺摘要)				
1129	2008	1	28	海報	族群、族群生態與保育			AP52		彭維昕	彭維昕	晏蜓水蠆對澤蛙蝌蚪生長發育之影響			(缺摘要)				
1130	2008	1	28	海報	族群、族群生態與保育			AP53		王常宇	王常宇、裴家騏	壽山地區台灣獼猴之活動範圍與棲地利用			屏東科技大學野生動物保育研究所				
1131	2008	1	28	海報	族群、族群生態與保育			AP54		葉素含	葉素含、楊邵閔、林雨德	關渡草澤地華南鼬(Mustela sibirica)與棲地之關係		Habitat association of Mustela sibinca at Kuan-Du Salt Marshs	(缺摘要)				
1132	2008	1	28	海報	族群、族群生態與保育			AP55		曾翌碩	1.曾翌碩、2.毛俊傑	阻隔式生態圍籬在道路工程上的應用實例		The efficiency of a roadside barrier for inhibiting the movement of wildlife.	1.民翔環境生態研究有限公司、2.宜蘭大學自然資源學系				
1133	2008	1	28	海報	族群、族群生態與保育			BP30		Yao-Hung Liu	Yao-Hung Liu, Shen-Horn Yen	紫外線反射型式差異暗示韋氏鹿蛾為一複合種群		Differences in UV reflection implies that Amata w e is a species complex.	中山大學生物科學系				
1134	2008	1	28	海報	族群、族群生態與保育			AP57		李建融	李建融、徐元傑、王玉璽、施習德	六種台灣地區招潮蟹之棲地特徵與覓食習性初探			中興大學生命科學系				
1135	2008	1	28	海報	族群、族群生態與保育			AP58		徐元傑	徐元傑、王玉璽、李建融、施習德	台灣產厚蟹類棲地與食性之初探			中興大學生命科學系				
1136	2008	1	28	海報	族群、族群生態與保育			AP59		郭金泉	郭金泉	台灣鮭魚保育策略			(缺摘要)				
1137	2008	1	29	海報	行為生態			BP01		曾翌碩	1.曾翌碩、2.詹芳澤、2.謝仲甫	室內圈養環境下東方草鴞的鳴叫模式			1.民翔環境生態研究限公司、2.農委會特有生物研究保育中心				
1138	2008	1	29	海報	行為生態			BP02		江伊韓*、陸子鈞*	江伊韓、陸子鈞、林仲平	Different Responses of Conspecific Encounters in a Territorial Damselfly, Ceriagrion fallax (Odonata: Coenagrionidae) Central Taiwan.			東海大學生命科學系				
1139	2008	1	29	海報	行為生態			BP03		陳瀅淳	陳瀅淳、林雨德	Human Response to Simulated Family Crises—A Look at Kin Selection			臺灣大學生命科學系				
1140	2008	1	29	海報	行為生態			BP04		李懿欣	1.李懿欣、2.尹靜貞、3.嚴宏洋、12.焦傳金	棲地偏好是「印痕」的結果嗎?早期視覺經驗對於烏贼選擇棲地環境的			1.清華大學分子醫學研究所、2.清華大學生命科學系、3.中央研究院細胞與個體生物研究所				
1141	2008	1	29	海報	行為生態			BP05		Hsin-Yi Hung	Hsin-Yi Hung、 Shou-Hsien Li	Is red bill a sexual signal Black bulbuls ( Hypsipetes leucocephalus ) ?			臺灣師範大學生命科學系				
1142	2008	1	29	海報	行為生態			BP06		Mahjoub M.-S-	12.Mahjoub M.-S、1.C.-H. Wu、2.S. Souissi、3.F.-H. Nan、1.J.-S. Hwang	Swimming behavior of Malabar grouper (Epinephelus malabaricus) larvae in response to increasing prey density.			1.台灣海洋大學海洋生物研究所、2.Université des Sciences et Technologies de Lille-Lillel, France、3.台灣海洋大學水產養殖學系				
1143	2008	1	29	海報	行為生態			BP07		Dur Gael	12.Dur Gael、1.Jiang-Shiou Hwang、2.Sami Souissi、2.Francois Schmitt、3.Shin-Hong Cheng	Swimming behavior of the different adult genders of Pseudodiaptomus annandalei			1.台灣海洋大學海洋生物研究所、2.UMR, CNRS, USTL-Lille, France、3.水試所東港生技研究中心				
1144	2008	1	29	海報	行為生態			BP08		Jo-Fan wang	Jo-Fan wang	Testing Energy Reserve Hypothesis: Using Formosan Damselfly, Euphaea formosa, as an Example.			東華大學				
1145	2008	1	29	海報	行為生態			BP09		王牧芸	王牧芸、顏聖紘	The predator mimicry between jumping spiders and musotimine moths may fail when spiders lack UV reflectance and fluorescence.			中山大學生物科學系				
1146	2008	1	29	海報	行為生態			BP10		黃郁雲	黃郁雲、張學文	人面蜘蛛的棲地選擇			中山大學生物科學系				
1147	2008	1	29	海報	行為生態			BP11		魏勢璋	魏勢璋、柯彥竹、賴伯琦	大葉大學三種赤蛙科夜問的鳴叫模式與環境因子關聯性之探討			大葉大學生物資源學系				
1148	2008	1	29	海報	行為生態			BP12		童祥雲	童祥雲	小卷尾的巢位選擇			台南大學環境生態研究所				
1149	2008	1	29	海報	行為生態			BP13		黃品綺	黃品綺、郭曉薇、謝欣怡、石芝菁、張明雄、林華慶	不同圈養空問下棕熊的行為模式			台北市立動物園保育研究中心				
1150	2008	1	29	海報	行為生態			BP14		藍怡婷	藍怡婷、盧宗楷、陳韋佑、張靖、曹先紹、許鈺鸚	不同體型溪哥對流速之偏好與適應能力			臺灣師範大學生命科學系、台北市立動物園動物組				
1151	2008	1	29	海報	行為生態			BP15		徐靖瑋	徐靖瑋、程一駿	台東蘭嶼綠蠵龜(Chelonia mydas)產卵問期的潛水行為之研究			台灣海洋大學海洋生物研究所				
1152	2008	1	29	海報	行為生態			BP16		林婷婷	林婷婷、林雨德	台灣北部關渡草澤地小麝鼩的婚配制度			臺灣大學生態學與演化生物學研究所				
1153	2008	1	29	海報	行為生態			BP17		林孟穎	林孟穎、楊恩誠	台灣花薊馬對顏色之偏好			臺灣大學昆蟲所				
1154	2008	1	29	海報	行為生態			BP18		佘明義	劉佩瑜、佘明義、林仲平	台灣產鍬形蟲性擇與異速生長的關係			東海大學生命科學系				
1155	2008	1	29	海報	行為生態			BP19		潘誌輝	潘誌輝、謝芸軒、藍艷秋	吃藥好還是營養品好?藥劑及有機肥料處理對刺桐釉小蜂危害刺桐之防治成效			立德管理學院資源環境學系				
1156	2008	1	29	海報	行為生態			BP20		羅康仁	1.羅康仁、1.朱宏堅、1.毛俊傑、2.呂光洋	呂氏攀蜥(Japalura luei)夜問棲點選擇			1.宜蘭大學自然資源學系、2.臺灣師範大學生命科學系				
1157	2008	1	29	海報	行為生態			BP21		陳怡君	陳怡君、蘇秀慧	改善圈養紅毛猩猩(Pongo pygmaeus)重嘔吐/攝食行為之方法探討			屏東科技大學野生動物保育研究所				
1158	2008	1	29	海報	行為生態			BP22		蔡韻文	蔡韻文、楊佳玲、林惠真	弧邊招潮蟹不同的煙囪高度對探洞頻率的影響			東海大學生命科學系				
1159	2008	1	29	海報	行為生態			BP23		李仕琴	李仕琴、蘇秀慧	社會結構差異對認知的影響:台灣獮猴(Macaca cyclopis)vs.紅毛猩猩(Pongo pygmaeus)			屏東科技大學野生動物保育研究所				
1160	2008	1	29	海報	行為生態			BP24		陳清旗	陳清旗、侯平君	阿里山地區不同海拔莫氏樹蛙族群在聲音溝通上的變異			成功大學生命科學研究所				
1161	2008	1	29	海報	行為生態			BP25		范純敏	范純敏	為何結網性蜘蛛為成功的受訊方剝削者?			東海大學生命科學所生態暨生物多樣性組				
1162	2008	1	29	海報	行為生態			BP26		黃致玠	1.黃致玠、12.Chalida Sri-in、1.楊正澤	海灘蟋蟀類(直翅目:地蟋蟀科)之分布及生物學特性之比較研究-特別論及台灣海灘蟋蟀			1.中興大學昆蟲系、2.Department of Plant Sciences and Agriculture Resources, Khon Kaen University				
1163	2008	1	29	海報	行為生態			BP27		莊育禎	1.莊育禎、1.陳怡伶、2.楊恩誠	益達胺對蜜蜂取食行為與腦中生物胺之影響			1.中興大學昆蟲系、2.台灣大學昆蟲系				
1164	2008	1	29	海報	行為生態			BP28		林依蓉	林依蓉、詹芳澤、林佩羿、王齡敏、黃獻文	圈養石虎幼獸行為與活動模式初探			農委會特有生物研究保育中心				
1165	2008	1	29	海報	行為生態			BP29		吳政翰	1.吳政翰、1.黃將修、2.鄭新鴻	短角異劍水蚤與安氏偽鏢水蚤無節幼蟲在不同光源及食物條件下之基本行為模式研究			1.臺灣大學海洋生物研究所、2.農委會水產試驗所生物技術組				
1166	2008	1	29	海報	行為生態			BP31		洪禔韓	洪禔韓、張智欣、藍艷秋	資源利用策略:理想自由分佈與最佳覓食理論之探討			立德管理學院資源環境學系				
